order_item_id,order_id,product_id,quantity,unit_cost,list_price,discount_pct,selling_price,revenue,cost,profit
44,17,147,3,1036.85,1745.46,25,1309.1,3927.3,3110.55,816.75
45,18,75,3,1084.61,2658.43,35,1727.98,5183.94,3253.83,1930.11
46,18,84,4,537.91,761.25,35,494.81,1979.24,2151.64,-172.4
47,18,10,2,317.15,841.63,35,547.06,1094.12,634.3,459.82
48,18,20,2,984.62,2693.84,35,1751.0,3502.0,1969.24,1532.76
49,18,99,4,891.43,2400.23,35,1560.15,6240.6,3565.72,2674.88
50,19,12,4,297.65,455.73,25,341.8,1367.2,1190.6,176.6
51,19,142,3,504.96,710.05,25,532.54,1597.62,1514.88,82.74
52,19,45,3,868.18,1786.83,25,1340.12,4020.36,2604.54,1415.82
53,19,72,4,612.97,1350.29,25,1012.72,4050.88,2451.88,1599.0
54,19,82,2,727.35,1042.03,25,781.52,1563.04,1454.7,108.34
55,20,6,4,1152.28,1460.26,15,1241.22,4964.88,4609.12,355.76
56,20,115,3,1061.25,2664.14,15,2264.52,6793.56,3183.75,3609.81
57,20,15,2,360.77,561.36,15,477.16,954.32,721.54,232.78
58,21,33,3,330.1,807.7,25,605.78,1817.34,990.3,827.04
59,21,90,3,947.1,1768.33,25,1326.25,3978.75,2841.3,1137.45
60,22,116,4,857.49,2355.86,5,2238.07,8952.28,3429.96,5522.32
61,22,77,3,861.36,1649.4,5,1566.93,4700.79,2584.08,2116.71
62,22,102,1,571.65,893.29,5,848.63,848.63,571.65,276.98
63,22,4,4,916.36,2277.15,5,2163.29,8653.16,3665.44,4987.72
64,23,38,3,280.64,763.48,10,687.13,2061.39,841.92,1219.47
65,24,105,4,347.97,435.12,0,435.12,1740.48,1391.88,348.6
66,24,123,2,358.05,499.18,0,499.18,998.36,716.1,282.26
67,24,122,2,658.48,833.02,0,833.02,1666.04,1316.96,349.08
68,24,112,4,723.9,1197.85,0,1197.85,4791.4,2895.6,1895.8
69,25,64,4,1051.38,1592.19,25,1194.14,4776.56,4205.52,571.04
70,26,66,3,778.0,1588.48,10,1429.63,4288.89,2334.0,1954.89
71,26,106,3,177.26,297.39,10,267.65,802.95,531.78,271.17
72,26,102,3,571.65,893.29,10,803.96,2411.88,1714.95,696.93
73,26,128,4,1057.47,1660.76,10,1494.68,5978.72,4229.88,1748.84
74,26,14,2,802.04,1093.48,10,984.13,1968.26,1604.08,364.18
75,27,104,1,769.01,1764.68,10,1588.21,1588.21,769.01,819.2
76,27,64,4,1051.38,1592.19,10,1432.97,5731.88,4205.52,1526.36
77,27,149,4,991.89,2348.07,10,2113.26,8453.04,3967.56,4485.48
78,28,108,3,659.87,1578.56,0,1578.56,4735.68,1979.61,2756.07
79,28,111,1,759.13,1177.8,0,1177.8,1177.8,759.13,418.67
80,29,40,2,125.27,304.44,15,258.77,517.54,250.54,267.0
81,30,136,4,525.63,1268.22,25,951.16,3804.64,2102.52,1702.12
82,30,129,1,1015.13,2584.84,25,1938.63,1938.63,1015.13,923.5
83,31,141,2,433.53,547.57,20,438.06,876.12,867.06,9.06
84,31,47,3,501.86,921.77,20,737.42,2212.26,1505.58,706.68
85,31,61,4,658.64,1237.23,20,989.78,3959.12,2634.56,1324.56
86,31,52,3,337.59,691.23,20,552.98,1658.94,1012.77,646.17
87,32,113,4,646.99,1368.95,15,1163.61,4654.44,2587.96,2066.48
88,32,131,1,836.91,1906.74,15,1620.73,1620.73,836.91,783.82
89,32,74,3,184.37,418.9,15,356.06,1068.18,553.11,515.07
90,33,99,1,891.43,2400.23,0,2400.23,2400.23,891.43,1508.8
91,33,116,3,857.49,2355.86,0,2355.86,7067.58,2572.47,4495.11
92,34,127,2,638.88,996.32,25,747.24,1494.48,1277.76,216.72
93,34,137,2,140.65,350.06,25,262.55,525.1,281.3,243.8
94,34,95,3,260.03,713.8,25,535.35,1606.05,780.09,825.96
95,34,45,4,868.18,1786.83,25,1340.12,5360.48,3472.72,1887.76
96,35,128,4,1057.47,1660.76,30,1162.53,4650.12,4229.88,420.24
97,35,82,4,727.35,1042.03,30,729.42,2917.68,2909.4,8.28
98,36,99,4,891.43,2400.23,25,1800.17,7200.68,3565.72,3634.96
99,36,39,1,904.23,1807.94,25,1355.95,1355.95,904.23,451.72
100,37,150,4,701.98,1809.2,5,1718.74,6874.96,2807.92,4067.04
101,37,70,3,665.44,1769.72,5,1681.23,5043.69,1996.32,3047.37
102,37,136,3,525.63,1268.22,5,1204.81,3614.43,1576.89,2037.54
103,37,19,2,856.67,1273.19,5,1209.53,2419.06,1713.34,705.72
104,38,84,1,537.91,761.25,35,494.81,494.81,537.91,-43.1
105,38,149,3,991.89,2348.07,35,1526.25,4578.75,2975.67,1603.08
106,38,92,4,580.19,1354.12,35,880.18,3520.72,2320.76,1199.96
107,38,127,3,638.88,996.32,35,647.61,1942.83,1916.64,26.19
108,38,48,2,658.66,1207.53,35,784.89,1569.78,1317.32,252.46
109,39,65,1,752.94,1868.54,5,1775.11,1775.11,752.94,1022.17
110,39,82,2,727.35,1042.03,5,989.93,1979.86,1454.7,525.16
111,40,67,3,891.09,1587.16,35,1031.65,3094.95,2673.27,421.68
112,40,29,1,894.72,2355.59,35,1531.13,1531.13,894.72,636.41
113,41,105,4,347.97,435.12,25,326.34,1305.36,1391.88,-86.52
114,42,25,2,947.74,1900.03,5,1805.03,3610.06,1895.48,1714.58
115,43,58,3,105.14,138.46,20,110.77,332.31,315.42,16.89
116,43,48,1,658.66,1207.53,20,966.02,966.02,658.66,307.36
117,43,66,1,778.0,1588.48,20,1270.78,1270.78,778.0,492.78
118,43,146,3,549.38,1327.25,20,1061.8,3185.4,1648.14,1537.26
119,43,38,2,280.64,763.48,20,610.78,1221.56,561.28,660.28
120,44,42,4,828.82,1701.34,5,1616.27,6465.08,3315.28,3149.8
121,44,91,2,1037.6,2357.31,5,2239.44,4478.88,2075.2,2403.68
122,45,119,4,619.81,1022.45,15,869.08,3476.32,2479.24,997.08
123,45,74,2,184.37,418.9,15,356.06,712.12,368.74,343.38
124,45,41,1,150.4,274.12,15,233.0,233.0,150.4,82.6
125,46,62,3,1063.93,2530.41,20,2024.33,6072.99,3191.79,2881.2
126,46,63,1,1140.92,1809.18,20,1447.34,1447.34,1140.92,306.42
127,47,76,4,664.69,1212.45,25,909.34,3637.36,2658.76,978.6
128,47,134,2,631.42,1753.65,25,1315.24,2630.48,1262.84,1367.64
129,47,42,2,828.82,1701.34,25,1276.0,2552.0,1657.64,894.36
130,48,70,3,665.44,1769.72,35,1150.32,3450.96,1996.32,1454.64
131,48,102,2,571.65,893.29,35,580.64,1161.28,1143.3,17.98
132,48,73,1,1063.08,2204.53,35,1432.94,1432.94,1063.08,369.86
133,48,92,2,580.19,1354.12,35,880.18,1760.36,1160.38,599.98
134,49,34,3,229.95,466.05,30,326.24,978.72,689.85,288.87
135,49,77,4,861.36,1649.4,30,1154.58,4618.32,3445.44,1172.88
136,49,72,1,612.97,1350.29,30,945.2,945.2,612.97,332.23
137,49,98,4,374.66,683.68,30,478.58,1914.32,1498.64,415.68
138,49,28,2,374.82,983.46,30,688.42,1376.84,749.64,627.2
139,50,53,2,316.9,487.93,35,317.15,634.3,633.8,0.5
140,50,116,3,857.49,2355.86,35,1531.31,4593.93,2572.47,2021.46
141,50,120,1,789.7,2204.06,35,1432.64,1432.64,789.7,642.94
142,51,133,2,1029.77,1879.7,35,1221.81,2443.62,2059.54,384.08
143,51,4,4,916.36,2277.15,35,1480.15,5920.6,3665.44,2255.16
144,51,14,2,802.04,1093.48,35,710.76,1421.52,1604.08,-182.56
145,51,105,3,347.97,435.12,35,282.83,848.49,1043.91,-195.42
146,52,68,1,748.12,1014.98,30,710.49,710.49,748.12,-37.63
147,53,24,2,1063.23,2091.81,15,1778.04,3556.08,2126.46,1429.62
148,53,26,1,276.86,606.4,15,515.44,515.44,276.86,238.58
149,54,18,1,435.92,849.39,10,764.45,764.45,435.92,328.53
150,55,60,3,142.62,235.37,5,223.6,670.8,427.86,242.94
151,55,12,1,297.65,455.73,5,432.94,432.94,297.65,135.29
152,55,71,3,1005.7,2201.02,5,2090.97,6272.91,3017.1,3255.81
153,55,34,2,229.95,466.05,5,442.75,885.5,459.9,425.6
154,56,69,4,511.72,725.76,20,580.61,2322.44,2046.88,275.56
155,56,117,1,942.36,2284.36,20,1827.49,1827.49,942.36,885.13
156,57,142,4,504.96,710.05,5,674.55,2698.2,2019.84,678.36
157,57,42,3,828.82,1701.34,5,1616.27,4848.81,2486.46,2362.35
158,57,147,1,1036.85,1745.46,5,1658.19,1658.19,1036.85,621.34
159,58,46,1,1015.06,1683.11,30,1178.18,1178.18,1015.06,163.12
160,59,36,1,1029.74,2574.49,35,1673.42,1673.42,1029.74,643.68
161,59,138,1,1132.41,1472.67,35,957.24,957.24,1132.41,-175.17
162,60,27,2,1041.76,1528.26,30,1069.78,2139.56,2083.52,56.04
163,60,41,2,150.4,274.12,30,191.88,383.76,300.8,82.96
164,61,60,4,142.62,235.37,30,164.76,659.04,570.48,88.56
165,61,22,1,877.66,1968.85,30,1378.19,1378.19,877.66,500.53
166,61,134,3,631.42,1753.65,30,1227.56,3682.68,1894.26,1788.42
167,61,55,4,544.37,959.1,30,671.37,2685.48,2177.48,508.0
168,61,74,4,184.37,418.9,30,293.23,1172.92,737.48,435.44
169,62,145,4,489.84,990.99,15,842.34,3369.36,1959.36,1410.0
170,62,84,3,537.91,761.25,15,647.06,1941.18,1613.73,327.45
171,63,34,4,229.95,466.05,30,326.24,1304.96,919.8,385.16
172,63,122,3,658.48,833.02,30,583.11,1749.33,1975.44,-226.11
173,63,24,3,1063.23,2091.81,30,1464.27,4392.81,3189.69,1203.12
174,63,74,3,184.37,418.9,30,293.23,879.69,553.11,326.58
175,63,9,3,315.26,756.38,30,529.47,1588.41,945.78,642.63
176,64,49,2,658.34,1183.03,15,1005.58,2011.16,1316.68,694.48
177,64,148,2,719.98,1992.81,15,1693.89,3387.78,1439.96,1947.82
178,64,60,4,142.62,235.37,15,200.06,800.24,570.48,229.76
179,65,70,3,665.44,1769.72,10,1592.75,4778.25,1996.32,2781.93
180,65,146,4,549.38,1327.25,10,1194.53,4778.12,2197.52,2580.6
181,65,110,4,469.17,1179.52,10,1061.57,4246.28,1876.68,2369.6
182,66,81,3,368.74,464.05,40,278.43,835.29,1106.22,-270.93
183,67,38,1,280.64,763.48,10,687.13,687.13,280.64,406.49
184,67,100,3,767.64,1579.46,10,1421.51,4264.53,2302.92,1961.61
185,67,81,2,368.74,464.05,10,417.65,835.3,737.48,97.82
186,68,134,2,631.42,1753.65,10,1578.29,3156.58,1262.84,1893.74
187,68,120,1,789.7,2204.06,10,1983.65,1983.65,789.7,1193.95
188,68,51,1,642.06,940.88,10,846.79,846.79,642.06,204.73
189,69,60,3,142.62,235.37,5,223.6,670.8,427.86,242.94
190,69,63,2,1140.92,1809.18,5,1718.72,3437.44,2281.84,1155.6
191,69,62,2,1063.93,2530.41,5,2403.89,4807.78,2127.86,2679.92
192,70,28,4,374.82,983.46,25,737.6,2950.4,1499.28,1451.12
193,70,77,2,861.36,1649.4,25,1237.05,2474.1,1722.72,751.38
194,70,20,1,984.62,2693.84,25,2020.38,2020.38,984.62,1035.76
195,70,3,3,610.87,1268.7,25,951.53,2854.59,1832.61,1021.98
196,70,39,4,904.23,1807.94,25,1355.95,5423.8,3616.92,1806.88
197,71,79,1,556.55,915.25,20,732.2,732.2,556.55,175.65
198,71,121,3,976.18,1844.26,20,1475.41,4426.23,2928.54,1497.69
199,71,84,1,537.91,761.25,20,609.0,609.0,537.91,71.09
200,71,57,4,741.69,1671.21,20,1336.97,5347.88,2966.76,2381.12
201,71,136,1,525.63,1268.22,20,1014.58,1014.58,525.63,488.95
202,72,121,3,976.18,1844.26,35,1198.77,3596.31,2928.54,667.77
203,72,52,4,337.59,691.23,35,449.3,1797.2,1350.36,446.84
204,72,118,4,843.39,2226.22,35,1447.04,5788.16,3373.56,2414.6
205,73,117,1,942.36,2284.36,20,1827.49,1827.49,942.36,885.13
206,73,145,4,489.84,990.99,20,792.79,3171.16,1959.36,1211.8
207,74,148,2,719.98,1992.81,20,1594.25,3188.5,1439.96,1748.54
208,74,51,3,642.06,940.88,20,752.7,2258.1,1926.18,331.92
209,74,42,2,828.82,1701.34,20,1361.07,2722.14,1657.64,1064.5
210,75,31,4,1095.06,2305.07,25,1728.8,6915.2,4380.24,2534.96
211,75,4,1,916.36,2277.15,25,1707.86,1707.86,916.36,791.5
212,75,2,2,507.18,1280.27,25,960.2,1920.4,1014.36,906.04
213,75,75,4,1084.61,2658.43,25,1993.82,7975.28,4338.44,3636.84
214,76,10,3,317.15,841.63,10,757.47,2272.41,951.45,1320.96
215,76,7,1,218.02,274.22,10,246.8,246.8,218.02,28.78
216,77,75,4,1084.61,2658.43,5,2525.51,10102.04,4338.44,5763.6
217,77,146,3,549.38,1327.25,5,1260.89,3782.67,1648.14,2134.53
218,77,30,1,990.16,2126.17,5,2019.86,2019.86,990.16,1029.7
219,77,114,4,460.76,659.52,5,626.54,2506.16,1843.04,663.12
220,77,34,4,229.95,466.05,5,442.75,1771.0,919.8,851.2
221,78,108,4,659.87,1578.56,35,1026.06,4104.24,2639.48,1464.76
222,78,23,2,1020.92,1488.68,35,967.64,1935.28,2041.84,-106.56
223,79,56,2,619.3,1233.75,5,1172.06,2344.12,1238.6,1105.52
224,79,64,2,1051.38,1592.19,5,1512.58,3025.16,2102.76,922.4
225,80,12,1,297.65,455.73,10,410.16,410.16,297.65,112.51
226,80,135,1,629.7,1747.93,10,1573.14,1573.14,629.7,943.44
227,80,34,4,229.95,466.05,10,419.44,1677.76,919.8,757.96
228,81,2,3,507.18,1280.27,20,1024.22,3072.66,1521.54,1551.12
229,81,15,1,360.77,561.36,20,449.09,449.09,360.77,88.32
230,81,86,3,712.43,1566.22,20,1252.98,3758.94,2137.29,1621.65
231,82,148,2,719.98,1992.81,10,1793.53,3587.06,1439.96,2147.1
232,82,83,4,500.03,784.25,10,705.83,2823.32,2000.12,823.2
233,82,69,1,511.72,725.76,10,653.18,653.18,511.72,141.46
234,82,100,2,767.64,1579.46,10,1421.51,2843.02,1535.28,1307.74
235,83,20,1,984.62,2693.84,25,2020.38,2020.38,984.62,1035.76
236,84,127,2,638.88,996.32,15,846.87,1693.74,1277.76,415.98
237,84,130,3,254.72,360.52,15,306.44,919.32,764.16,155.16
238,84,133,1,1029.77,1879.7,15,1597.74,1597.74,1029.77,567.97
239,84,12,3,297.65,455.73,15,387.37,1162.11,892.95,269.16
240,84,119,1,619.81,1022.45,15,869.08,869.08,619.81,249.27
241,85,105,2,347.97,435.12,15,369.85,739.7,695.94,43.76
242,85,7,2,218.02,274.22,15,233.09,466.18,436.04,30.14
243,85,139,2,520.96,1205.41,15,1024.6,2049.2,1041.92,1007.28
244,86,144,4,345.6,684.49,30,479.14,1916.56,1382.4,534.16
245,86,51,2,642.06,940.88,30,658.62,1317.24,1284.12,33.12
246,86,134,1,631.42,1753.65,30,1227.56,1227.56,631.42,596.14
247,86,76,4,664.69,1212.45,30,848.72,3394.88,2658.76,736.12
248,86,22,1,877.66,1968.85,30,1378.19,1378.19,877.66,500.53
249,87,103,3,298.12,734.91,0,734.91,2204.73,894.36,1310.37
250,87,89,1,364.23,628.41,0,628.41,628.41,364.23,264.18
251,88,43,4,514.66,1375.56,15,1169.23,4676.92,2058.64,2618.28
252,89,82,1,727.35,1042.03,10,937.83,937.83,727.35,210.48
253,89,143,1,766.31,1266.36,10,1139.72,1139.72,766.31,373.41
254,89,140,3,592.06,850.54,10,765.49,2296.47,1776.18,520.29
255,90,114,4,460.76,659.52,10,593.57,2374.28,1843.04,531.24
256,90,122,1,658.48,833.02,10,749.72,749.72,658.48,91.24
257,91,108,1,659.87,1578.56,25,1183.92,1183.92,659.87,524.05
258,91,115,2,1061.25,2664.14,25,1998.11,3996.22,2122.5,1873.72
259,91,95,2,260.03,713.8,25,535.35,1070.7,520.06,550.64
260,91,27,4,1041.76,1528.26,25,1146.19,4584.76,4167.04,417.72
261,91,51,1,642.06,940.88,25,705.66,705.66,642.06,63.6
262,92,111,3,759.13,1177.8,10,1060.02,3180.06,2277.39,902.67
263,92,71,4,1005.7,2201.02,10,1980.92,7923.68,4022.8,3900.88
264,92,8,4,681.61,1852.49,10,1667.24,6668.96,2726.44,3942.52
265,93,148,3,719.98,1992.81,30,1394.97,4184.91,2159.94,2024.97
266,93,128,3,1057.47,1660.76,30,1162.53,3487.59,3172.41,315.18
267,93,50,2,625.28,1248.85,30,874.19,1748.38,1250.56,497.82
268,94,14,1,802.04,1093.48,20,874.78,874.78,802.04,72.74
269,94,29,3,894.72,2355.59,20,1884.47,5653.41,2684.16,2969.25
270,94,135,4,629.7,1747.93,20,1398.34,5593.36,2518.8,3074.56
271,95,115,3,1061.25,2664.14,30,1864.9,5594.7,3183.75,2410.95
272,96,13,2,1033.55,2785.6,25,2089.2,4178.4,2067.1,2111.3
273,96,124,1,165.15,444.86,25,333.64,333.64,165.15,168.49
274,96,78,4,964.3,1775.2,25,1331.4,5325.6,3857.2,1468.4
275,96,58,2,105.14,138.46,25,103.84,207.68,210.28,-2.6
276,97,132,3,935.95,1955.47,30,1368.83,4106.49,2807.85,1298.64
277,97,17,3,192.05,424.48,30,297.14,891.42,576.15,315.27
278,97,35,4,524.4,1063.67,30,744.57,2978.28,2097.6,880.68
279,97,96,2,980.89,2477.77,30,1734.44,3468.88,1961.78,1507.1
280,98,11,2,260.27,414.41,15,352.25,704.5,520.54,183.96
281,98,107,2,475.5,885.61,15,752.77,1505.54,951.0,554.54
282,98,75,3,1084.61,2658.43,15,2259.67,6779.01,3253.83,3525.18
283,98,35,2,524.4,1063.67,15,904.12,1808.24,1048.8,759.44
284,98,122,4,658.48,833.02,15,708.07,2832.28,2633.92,198.36
285,99,131,2,836.91,1906.74,15,1620.73,3241.46,1673.82,1567.64
286,99,1,3,759.35,1280.53,15,1088.45,3265.35,2278.05,987.3
287,100,137,2,140.65,350.06,0,350.06,700.12,281.3,418.82
288,101,23,3,1020.92,1488.68,15,1265.38,3796.14,3062.76,733.38
289,102,45,3,868.18,1786.83,10,1608.15,4824.45,2604.54,2219.91
290,102,74,4,184.37,418.9,10,377.01,1508.04,737.48,770.56
291,102,80,3,1099.3,1516.94,10,1365.25,4095.75,3297.9,797.85
292,102,135,2,629.7,1747.93,10,1573.14,3146.28,1259.4,1886.88
293,103,88,1,280.17,593.01,35,385.46,385.46,280.17,105.29
294,103,72,3,612.97,1350.29,35,877.69,2633.07,1838.91,794.16
295,104,139,2,520.96,1205.41,10,1084.87,2169.74,1041.92,1127.82
296,104,124,2,165.15,444.86,10,400.37,800.74,330.3,470.44
297,104,81,1,368.74,464.05,10,417.65,417.65,368.74,48.91
298,104,35,3,524.4,1063.67,10,957.3,2871.9,1573.2,1298.7
299,104,79,1,556.55,915.25,10,823.73,823.73,556.55,267.18
300,105,146,4,549.38,1327.25,25,995.44,3981.76,2197.52,1784.24
301,105,48,3,658.66,1207.53,25,905.65,2716.95,1975.98,740.97
302,105,14,2,802.04,1093.48,25,820.11,1640.22,1604.08,36.14
303,105,126,4,284.72,685.19,25,513.89,2055.56,1138.88,916.68
304,105,146,4,549.38,1327.25,25,995.44,3981.76,2197.52,1784.24
305,106,45,1,868.18,1786.83,35,1161.44,1161.44,868.18,293.26
306,106,129,4,1015.13,2584.84,35,1680.15,6720.6,4060.52,2660.08
307,107,81,4,368.74,464.05,35,301.63,1206.52,1474.96,-268.44
308,107,126,2,284.72,685.19,35,445.37,890.74,569.44,321.3
309,107,24,2,1063.23,2091.81,35,1359.68,2719.36,2126.46,592.9
310,108,134,4,631.42,1753.65,10,1578.29,6313.16,2525.68,3787.48
311,108,38,3,280.64,763.48,10,687.13,2061.39,841.92,1219.47
312,108,138,4,1132.41,1472.67,10,1325.4,5301.6,4529.64,771.96
313,108,128,2,1057.47,1660.76,10,1494.68,2989.36,2114.94,874.42
314,109,55,4,544.37,959.1,15,815.24,3260.96,2177.48,1083.48
315,109,45,3,868.18,1786.83,15,1518.81,4556.43,2604.54,1951.89
316,109,34,4,229.95,466.05,15,396.14,1584.56,919.8,664.76
317,109,106,1,177.26,297.39,15,252.78,252.78,177.26,75.52
318,109,145,1,489.84,990.99,15,842.34,842.34,489.84,352.5
319,110,96,2,980.89,2477.77,35,1610.55,3221.1,1961.78,1259.32
320,111,144,4,345.6,684.49,15,581.82,2327.28,1382.4,944.88
321,112,80,2,1099.3,1516.94,20,1213.55,2427.1,2198.6,228.5
322,113,122,3,658.48,833.02,10,749.72,2249.16,1975.44,273.72
323,113,12,4,297.65,455.73,10,410.16,1640.64,1190.6,450.04
324,113,4,2,916.36,2277.15,10,2049.43,4098.86,1832.72,2266.14
325,114,23,2,1020.92,1488.68,0,1488.68,2977.36,2041.84,935.52
326,115,146,1,549.38,1327.25,20,1061.8,1061.8,549.38,512.42
327,116,118,2,843.39,2226.22,10,2003.6,4007.2,1686.78,2320.42
328,116,110,4,469.17,1179.52,10,1061.57,4246.28,1876.68,2369.6
329,116,55,4,544.37,959.1,10,863.19,3452.76,2177.48,1275.28
330,116,4,3,916.36,2277.15,10,2049.43,6148.29,2749.08,3399.21
331,116,14,4,802.04,1093.48,10,984.13,3936.52,3208.16,728.36
332,117,57,4,741.69,1671.21,0,1671.21,6684.84,2966.76,3718.08
333,117,128,1,1057.47,1660.76,0,1660.76,1660.76,1057.47,603.29
334,118,148,1,719.98,1992.81,25,1494.61,1494.61,719.98,774.63
335,118,76,1,664.69,1212.45,25,909.34,909.34,664.69,244.65
336,119,40,1,125.27,304.44,25,228.33,228.33,125.27,103.06
337,119,77,4,861.36,1649.4,25,1237.05,4948.2,3445.44,1502.76
338,119,61,2,658.64,1237.23,25,927.92,1855.84,1317.28,538.56
339,120,30,3,990.16,2126.17,5,2019.86,6059.58,2970.48,3089.1
340,120,99,2,891.43,2400.23,5,2280.22,4560.44,1782.86,2777.58
341,121,107,4,475.5,885.61,15,752.77,3011.08,1902.0,1109.08
342,122,105,3,347.97,435.12,20,348.1,1044.3,1043.91,0.39
343,122,5,2,1155.35,1702.2,20,1361.76,2723.52,2310.7,412.82
344,122,48,1,658.66,1207.53,20,966.02,966.02,658.66,307.36
345,122,29,2,894.72,2355.59,20,1884.47,3768.94,1789.44,1979.5
346,123,37,1,928.07,1362.01,15,1157.71,1157.71,928.07,229.64
347,123,88,4,280.17,593.01,15,504.06,2016.24,1120.68,895.56
348,123,62,4,1063.93,2530.41,15,2150.85,8603.4,4255.72,4347.68
349,124,75,4,1084.61,2658.43,10,2392.59,9570.36,4338.44,5231.92
350,125,125,4,431.54,685.62,0,685.62,2742.48,1726.16,1016.32
351,125,97,4,1116.97,2149.98,0,2149.98,8599.92,4467.88,4132.04
352,125,95,4,260.03,713.8,0,713.8,2855.2,1040.12,1815.08
353,125,1,1,759.35,1280.53,0,1280.53,1280.53,759.35,521.18
354,126,78,3,964.3,1775.2,30,1242.64,3727.92,2892.9,835.02
355,126,37,2,928.07,1362.01,30,953.41,1906.82,1856.14,50.68
356,126,122,1,658.48,833.02,30,583.11,583.11,658.48,-75.37
357,126,59,2,230.89,472.08,30,330.46,660.92,461.78,199.14
358,126,16,2,1145.72,2066.38,30,1446.47,2892.94,2291.44,601.5
359,127,6,1,1152.28,1460.26,10,1314.23,1314.23,1152.28,161.95
360,127,71,3,1005.7,2201.02,10,1980.92,5942.76,3017.1,2925.66
361,128,102,4,571.65,893.29,20,714.63,2858.52,2286.6,571.92
362,129,113,2,646.99,1368.95,25,1026.71,2053.42,1293.98,759.44
363,129,124,4,165.15,444.86,25,333.64,1334.56,660.6,673.96
364,129,3,3,610.87,1268.7,25,951.53,2854.59,1832.61,1021.98
365,130,82,3,727.35,1042.03,25,781.52,2344.56,2182.05,162.51
366,130,150,3,701.98,1809.2,25,1356.9,4070.7,2105.94,1964.76
367,130,106,4,177.26,297.39,25,223.04,892.16,709.04,183.12
368,131,113,1,646.99,1368.95,25,1026.71,1026.71,646.99,379.72
369,131,142,3,504.96,710.05,25,532.54,1597.62,1514.88,82.74
370,131,129,4,1015.13,2584.84,25,1938.63,7754.52,4060.52,3694.0
371,131,131,2,836.91,1906.74,25,1430.06,2860.12,1673.82,1186.3
372,131,133,1,1029.77,1879.7,25,1409.78,1409.78,1029.77,380.01
373,132,31,4,1095.06,2305.07,30,1613.55,6454.2,4380.24,2073.96
