date_id,date,year,month,month_name,quarter
322,2022-11-18,2022,11,November,Q4
323,2022-11-19,2022,11,November,Q4
324,2022-11-20,2022,11,November,Q4
325,2022-11-21,2022,11,November,Q4
326,2022-11-22,2022,11,November,Q4
327,2022-11-23,2022,11,November,Q4
328,2022-11-24,2022,11,November,Q4
329,2022-11-25,2022,11,November,Q4
330,2022-11-26,2022,11,November,Q4
331,2022-11-27,2022,11,November,Q4
332,2022-11-28,2022,11,November,Q4
333,2022-11-29,2022,11,November,Q4
334,2022-11-30,2022,11,November,Q4
335,2022-12-01,2022,12,December,Q4
336,2022-12-02,2022,12,December,Q4
337,2022-12-03,2022,12,December,Q4
338,2022-12-04,2022,12,December,Q4
339,2022-12-05,2022,12,December,Q4
340,2022-12-06,2022,12,December,Q4
341,2022-12-07,2022,12,December,Q4
342,2022-12-08,2022,12,December,Q4
343,2022-12-09,2022,12,December,Q4
344,2022-12-10,2022,12,December,Q4
345,2022-12-11,2022,12,December,Q4
346,2022-12-12,2022,12,December,Q4
347,2022-12-13,2022,12,December,Q4
348,2022-12-14,2022,12,December,Q4
349,2022-12-15,2022,12,December,Q4
350,2022-12-16,2022,12,December,Q4
351,2022-12-17,2022,12,December,Q4
352,2022-12-18,2022,12,December,Q4
353,2022-12-19,2022,12,December,Q4
354,2022-12-20,2022,12,December,Q4
355,2022-12-21,2022,12,December,Q4
356,2022-12-22,2022,12,December,Q4
357,2022-12-23,2022,12,December,Q4
358,2022-12-24,2022,12,December,Q4
359,2022-12-25,2022,12,December,Q4
360,2022-12-26,2022,12,December,Q4
361,2022-12-27,2022,12,December,Q4
362,2022-12-28,2022,12,December,Q4
363,2022-12-29,2022,12,December,Q4
364,2022-12-30,2022,12,December,Q4
365,2022-12-31,2022,12,December,Q4
366,2023-01-01,2023,1,January,Q1
367,2023-01-02,2023,1,January,Q1
368,2023-01-03,2023,1,January,Q1
369,2023-01-04,2023,1,January,Q1
370,2023-01-05,2023,1,January,Q1
371,2023-01-06,2023,1,January,Q1
372,2023-01-07,2023,1,January,Q1
373,2023-01-08,2023,1,January,Q1
374,2023-01-09,2023,1,January,Q1
375,2023-01-10,2023,1,January,Q1
376,2023-01-11,2023,1,January,Q1
377,2023-01-12,2023,1,January,Q1
378,2023-01-13,2023,1,January,Q1
379,2023-01-14,2023,1,January,Q1
380,2023-01-15,2023,1,January,Q1
381,2023-01-16,2023,1,January,Q1
382,2023-01-17,2023,1,January,Q1
383,2023-01-18,2023,1,January,Q1
384,2023-01-19,2023,1,January,Q1
385,2023-01-20,2023,1,January,Q1
386,2023-01-21,2023,1,January,Q1
387,2023-01-22,2023,1,January,Q1
388,2023-01-23,2023,1,January,Q1
389,2023-01-24,2023,1,January,Q1
390,2023-01-25,2023,1,January,Q1
391,2023-01-26,2023,1,January,Q1
392,2023-01-27,2023,1,January,Q1
393,2023-01-28,2023,1,January,Q1
394,2023-01-29,2023,1,January,Q1
395,2023-01-30,2023,1,January,Q1
396,2023-01-31,2023,1,January,Q1
397,2023-02-01,2023,2,February,Q1
398,2023-02-02,2023,2,February,Q1
399,2023-02-03,2023,2,February,Q1
400,2023-02-04,2023,2,February,Q1
401,2023-02-05,2023,2,February,Q1
402,2023-02-06,2023,2,February,Q1
403,2023-02-07,2023,2,February,Q1
404,2023-02-08,2023,2,February,Q1
405,2023-02-09,2023,2,February,Q1
406,2023-02-10,2023,2,February,Q1
407,2023-02-11,2023,2,February,Q1
408,2023-02-12,2023,2,February,Q1
409,2023-02-13,2023,2,February,Q1
410,2023-02-14,2023,2,February,Q1
411,2023-02-15,2023,2,February,Q1
412,2023-02-16,2023,2,February,Q1
413,2023-02-17,2023,2,February,Q1
414,2023-02-18,2023,2,February,Q1
415,2023-02-19,2023,2,February,Q1
416,2023-02-20,2023,2,February,Q1
417,2023-02-21,2023,2,February,Q1
418,2023-02-22,2023,2,February,Q1
419,2023-02-23,2023,2,February,Q1
420,2023-02-24,2023,2,February,Q1
421,2023-02-25,2023,2,February,Q1
422,2023-02-26,2023,2,February,Q1
423,2023-02-27,2023,2,February,Q1
424,2023-02-28,2023,2,February,Q1
425,2023-03-01,2023,3,March,Q1
426,2023-03-02,2023,3,March,Q1
427,2023-03-03,2023,3,March,Q1
428,2023-03-04,2023,3,March,Q1
429,2023-03-05,2023,3,March,Q1
430,2023-03-06,2023,3,March,Q1
431,2023-03-07,2023,3,March,Q1
432,2023-03-08,2023,3,March,Q1
433,2023-03-09,2023,3,March,Q1
434,2023-03-10,2023,3,March,Q1
435,2023-03-11,2023,3,March,Q1
436,2023-03-12,2023,3,March,Q1
437,2023-03-13,2023,3,March,Q1
438,2023-03-14,2023,3,March,Q1
439,2023-03-15,2023,3,March,Q1
440,2023-03-16,2023,3,March,Q1
441,2023-03-17,2023,3,March,Q1
442,2023-03-18,2023,3,March,Q1
443,2023-03-19,2023,3,March,Q1
444,2023-03-20,2023,3,March,Q1
445,2023-03-21,2023,3,March,Q1
446,2023-03-22,2023,3,March,Q1
447,2023-03-23,2023,3,March,Q1
448,2023-03-24,2023,3,March,Q1
449,2023-03-25,2023,3,March,Q1
450,2023-03-26,2023,3,March,Q1
451,2023-03-27,2023,3,March,Q1
452,2023-03-28,2023,3,March,Q1
453,2023-03-29,2023,3,March,Q1
454,2023-03-30,2023,3,March,Q1
455,2023-03-31,2023,3,March,Q1
456,2023-04-01,2023,4,April,Q2
457,2023-04-02,2023,4,April,Q2
458,2023-04-03,2023,4,April,Q2
459,2023-04-04,2023,4,April,Q2
460,2023-04-05,2023,4,April,Q2
461,2023-04-06,2023,4,April,Q2
462,2023-04-07,2023,4,April,Q2
463,2023-04-08,2023,4,April,Q2
464,2023-04-09,2023,4,April,Q2
465,2023-04-10,2023,4,April,Q2
466,2023-04-11,2023,4,April,Q2
467,2023-04-12,2023,4,April,Q2
468,2023-04-13,2023,4,April,Q2
469,2023-04-14,2023,4,April,Q2
470,2023-04-15,2023,4,April,Q2
471,2023-04-16,2023,4,April,Q2
472,2023-04-17,2023,4,April,Q2
473,2023-04-18,2023,4,April,Q2
474,2023-04-19,2023,4,April,Q2
475,2023-04-20,2023,4,April,Q2
476,2023-04-21,2023,4,April,Q2
477,2023-04-22,2023,4,April,Q2
478,2023-04-23,2023,4,April,Q2
479,2023-04-24,2023,4,April,Q2
480,2023-04-25,2023,4,April,Q2
481,2023-04-26,2023,4,April,Q2
482,2023-04-27,2023,4,April,Q2
483,2023-04-28,2023,4,April,Q2
484,2023-04-29,2023,4,April,Q2
485,2023-04-30,2023,4,April,Q2
486,2023-05-01,2023,5,May,Q2
487,2023-05-02,2023,5,May,Q2
488,2023-05-03,2023,5,May,Q2
489,2023-05-04,2023,5,May,Q2
490,2023-05-05,2023,5,May,Q2
491,2023-05-06,2023,5,May,Q2
492,2023-05-07,2023,5,May,Q2
493,2023-05-08,2023,5,May,Q2
494,2023-05-09,2023,5,May,Q2
495,2023-05-10,2023,5,May,Q2
496,2023-05-11,2023,5,May,Q2
497,2023-05-12,2023,5,May,Q2
498,2023-05-13,2023,5,May,Q2
499,2023-05-14,2023,5,May,Q2
500,2023-05-15,2023,5,May,Q2
501,2023-05-16,2023,5,May,Q2
502,2023-05-17,2023,5,May,Q2
503,2023-05-18,2023,5,May,Q2
504,2023-05-19,2023,5,May,Q2
505,2023-05-20,2023,5,May,Q2
506,2023-05-21,2023,5,May,Q2
507,2023-05-22,2023,5,May,Q2
508,2023-05-23,2023,5,May,Q2
509,2023-05-24,2023,5,May,Q2
510,2023-05-25,2023,5,May,Q2
511,2023-05-26,2023,5,May,Q2
512,2023-05-27,2023,5,May,Q2
513,2023-05-28,2023,5,May,Q2
514,2023-05-29,2023,5,May,Q2
515,2023-05-30,2023,5,May,Q2
516,2023-05-31,2023,5,May,Q2
517,2023-06-01,2023,6,June,Q2
518,2023-06-02,2023,6,June,Q2
519,2023-06-03,2023,6,June,Q2
520,2023-06-04,2023,6,June,Q2
521,2023-06-05,2023,6,June,Q2
522,2023-06-06,2023,6,June,Q2
523,2023-06-07,2023,6,June,Q2
524,2023-06-08,2023,6,June,Q2
525,2023-06-09,2023,6,June,Q2
526,2023-06-10,2023,6,June,Q2
527,2023-06-11,2023,6,June,Q2
528,2023-06-12,2023,6,June,Q2
529,2023-06-13,2023,6,June,Q2
530,2023-06-14,2023,6,June,Q2
531,2023-06-15,2023,6,June,Q2
532,2023-06-16,2023,6,June,Q2
533,2023-06-17,2023,6,June,Q2
534,2023-06-18,2023,6,June,Q2
535,2023-06-19,2023,6,June,Q2
536,2023-06-20,2023,6,June,Q2
537,2023-06-21,2023,6,June,Q2
538,2023-06-22,2023,6,June,Q2
539,2023-06-23,2023,6,June,Q2
540,2023-06-24,2023,6,June,Q2
541,2023-06-25,2023,6,June,Q2
542,2023-06-26,2023,6,June,Q2
543,2023-06-27,2023,6,June,Q2
544,2023-06-28,2023,6,June,Q2
545,2023-06-29,2023,6,June,Q2
546,2023-06-30,2023,6,June,Q2
547,2023-07-01,2023,7,July,Q3
548,2023-07-02,2023,7,July,Q3
549,2023-07-03,2023,7,July,Q3
550,2023-07-04,2023,7,July,Q3
551,2023-07-05,2023,7,July,Q3
552,2023-07-06,2023,7,July,Q3
553,2023-07-07,2023,7,July,Q3
554,2023-07-08,2023,7,July,Q3
555,2023-07-09,2023,7,July,Q3
556,2023-07-10,2023,7,July,Q3
557,2023-07-11,2023,7,July,Q3
558,2023-07-12,2023,7,July,Q3
559,2023-07-13,2023,7,July,Q3
560,2023-07-14,2023,7,July,Q3
561,2023-07-15,2023,7,July,Q3
562,2023-07-16,2023,7,July,Q3
563,2023-07-17,2023,7,July,Q3
564,2023-07-18,2023,7,July,Q3
565,2023-07-19,2023,7,July,Q3
566,2023-07-20,2023,7,July,Q3
567,2023-07-21,2023,7,July,Q3
568,2023-07-22,2023,7,July,Q3
569,2023-07-23,2023,7,July,Q3
570,2023-07-24,2023,7,July,Q3
571,2023-07-25,2023,7,July,Q3
572,2023-07-26,2023,7,July,Q3
573,2023-07-27,2023,7,July,Q3
574,2023-07-28,2023,7,July,Q3
575,2023-07-29,2023,7,July,Q3
576,2023-07-30,2023,7,July,Q3
577,2023-07-31,2023,7,July,Q3
578,2023-08-01,2023,8,August,Q3
579,2023-08-02,2023,8,August,Q3
580,2023-08-03,2023,8,August,Q3
581,2023-08-04,2023,8,August,Q3
582,2023-08-05,2023,8,August,Q3
583,2023-08-06,2023,8,August,Q3
584,2023-08-07,2023,8,August,Q3
585,2023-08-08,2023,8,August,Q3
586,2023-08-09,2023,8,August,Q3
587,2023-08-10,2023,8,August,Q3
588,2023-08-11,2023,8,August,Q3
589,2023-08-12,2023,8,August,Q3
590,2023-08-13,2023,8,August,Q3
591,2023-08-14,2023,8,August,Q3
592,2023-08-15,2023,8,August,Q3
593,2023-08-16,2023,8,August,Q3
594,2023-08-17,2023,8,August,Q3
595,2023-08-18,2023,8,August,Q3
596,2023-08-19,2023,8,August,Q3
597,2023-08-20,2023,8,August,Q3
598,2023-08-21,2023,8,August,Q3
599,2023-08-22,2023,8,August,Q3
600,2023-08-23,2023,8,August,Q3
601,2023-08-24,2023,8,August,Q3
602,2023-08-25,2023,8,August,Q3
603,2023-08-26,2023,8,August,Q3
604,2023-08-27,2023,8,August,Q3
605,2023-08-28,2023,8,August,Q3
606,2023-08-29,2023,8,August,Q3
607,2023-08-30,2023,8,August,Q3
608,2023-08-31,2023,8,August,Q3
609,2023-09-01,2023,9,September,Q3
610,2023-09-02,2023,9,September,Q3
611,2023-09-03,2023,9,September,Q3
612,2023-09-04,2023,9,September,Q3
613,2023-09-05,2023,9,September,Q3
614,2023-09-06,2023,9,September,Q3
615,2023-09-07,2023,9,September,Q3
616,2023-09-08,2023,9,September,Q3
617,2023-09-09,2023,9,September,Q3
618,2023-09-10,2023,9,September,Q3
619,2023-09-11,2023,9,September,Q3
620,2023-09-12,2023,9,September,Q3
621,2023-09-13,2023,9,September,Q3
622,2023-09-14,2023,9,September,Q3
623,2023-09-15,2023,9,September,Q3
624,2023-09-16,2023,9,September,Q3
625,2023-09-17,2023,9,September,Q3
626,2023-09-18,2023,9,September,Q3
627,2023-09-19,2023,9,September,Q3
628,2023-09-20,2023,9,September,Q3
629,2023-09-21,2023,9,September,Q3
630,2023-09-22,2023,9,September,Q3
631,2023-09-23,2023,9,September,Q3
632,2023-09-24,2023,9,September,Q3
633,2023-09-25,2023,9,September,Q3
634,2023-09-26,2023,9,September,Q3
635,2023-09-27,2023,9,September,Q3
636,2023-09-28,2023,9,September,Q3
637,2023-09-29,2023,9,September,Q3
638,2023-09-30,2023,9,September,Q3
639,2023-10-01,2023,10,October,Q4
640,2023-10-02,2023,10,October,Q4
641,2023-10-03,2023,10,October,Q4
642,2023-10-04,2023,10,October,Q4
643,2023-10-05,2023,10,October,Q4
644,2023-10-06,2023,10,October,Q4
645,2023-10-07,2023,10,October,Q4
646,2023-10-08,2023,10,October,Q4
647,2023-10-09,2023,10,October,Q4
648,2023-10-10,2023,10,October,Q4
649,2023-10-11,2023,10,October,Q4
650,2023-10-12,2023,10,October,Q4
651,2023-10-13,2023,10,October,Q4
652,2023-10-14,2023,10,October,Q4
653,2023-10-15,2023,10,October,Q4
654,2023-10-16,2023,10,October,Q4
655,2023-10-17,2023,10,October,Q4
656,2023-10-18,2023,10,October,Q4
657,2023-10-19,2023,10,October,Q4
658,2023-10-20,2023,10,October,Q4
659,2023-10-21,2023,10,October,Q4
660,2023-10-22,2023,10,October,Q4
661,2023-10-23,2023,10,October,Q4
662,2023-10-24,2023,10,October,Q4
663,2023-10-25,2023,10,October,Q4
664,2023-10-26,2023,10,October,Q4
665,2023-10-27,2023,10,October,Q4
666,2023-10-28,2023,10,October,Q4
667,2023-10-29,2023,10,October,Q4
668,2023-10-30,2023,10,October,Q4
669,2023-10-31,2023,10,October,Q4
670,2023-11-01,2023,11,November,Q4
671,2023-11-02,2023,11,November,Q4
672,2023-11-03,2023,11,November,Q4
673,2023-11-04,2023,11,November,Q4
674,2023-11-05,2023,11,November,Q4
675,2023-11-06,2023,11,November,Q4
676,2023-11-07,2023,11,November,Q4
677,2023-11-08,2023,11,November,Q4
678,2023-11-09,2023,11,November,Q4
679,2023-11-10,2023,11,November,Q4
680,2023-11-11,2023,11,November,Q4
681,2023-11-12,2023,11,November,Q4
682,2023-11-13,2023,11,November,Q4
683,2023-11-14,2023,11,November,Q4
684,2023-11-15,2023,11,November,Q4
685,2023-11-16,2023,11,November,Q4
686,2023-11-17,2023,11,November,Q4
687,2023-11-18,2023,11,November,Q4
688,2023-11-19,2023,11,November,Q4
689,2023-11-20,2023,11,November,Q4
690,2023-11-21,2023,11,November,Q4
691,2023-11-22,2023,11,November,Q4
692,2023-11-23,2023,11,November,Q4
693,2023-11-24,2023,11,November,Q4
694,2023-11-25,2023,11,November,Q4
695,2023-11-26,2023,11,November,Q4
696,2023-11-27,2023,11,November,Q4
697,2023-11-28,2023,11,November,Q4
698,2023-11-29,2023,11,November,Q4
