order_id,customer_id,date_id,discount_pct,order_status
127,835,1328,10,Completed
128,712,136,20,Completed
129,313,850,25,Completed
130,1189,985,25,Completed
131,759,693,25,Completed
132,262,1360,30,Completed
133,58,7,30,Cancelled
134,838,1328,25,Completed
135,397,255,30,Returned
136,536,798,0,Completed
137,851,130,20,Cancelled
138,46,1048,15,Completed
139,359,1128,5,Completed
140,640,592,20,Completed
141,975,662,10,Completed
142,850,1122,30,Returned
143,274,388,10,Completed
144,416,548,40,Completed
145,601,862,20,Completed
146,147,1423,30,Completed
147,1063,1367,0,Completed
148,1002,1416,10,Completed
149,457,1323,35,Returned
150,1176,800,20,Completed
151,52,79,10,Completed
152,1107,613,20,Completed
153,195,709,25,Completed
154,794,160,25,Completed
155,563,162,20,Completed
156,624,211,0,Completed
157,53,340,15,Returned
158,1104,1319,25,Completed
159,861,1455,25,Completed
160,794,76,40,Completed
161,84,762,20,Completed
162,1183,940,35,Completed
163,500,918,25,Returned
164,253,1266,0,Completed
165,600,729,30,Completed
166,1174,1012,10,Completed
167,144,1193,0,Completed
168,309,501,25,Completed
169,490,769,20,Completed
170,425,268,25,Completed
171,866,331,5,Completed
172,411,295,35,Returned
173,419,403,5,Completed
174,859,216,15,Completed
175,613,180,25,Completed
176,266,985,25,Cancelled
177,389,105,0,Completed
178,34,1225,0,Completed
179,613,731,15,Completed
180,690,1258,10,Completed
181,301,1176,30,Completed
182,105,1373,25,Completed
183,31,461,20,Completed
184,1111,116,5,Completed
185,1166,249,30,Completed
186,113,378,20,Completed
187,95,213,20,Completed
188,572,1206,40,Completed
189,3,1434,5,Completed
190,1176,1230,25,Returned
191,538,1414,5,Cancelled
192,644,277,10,Completed
193,937,1052,5,Completed
194,735,341,0,Completed
195,124,13,10,Completed
196,936,1221,45,Completed
197,827,1031,25,Completed
198,938,1151,30,Cancelled
199,25,1106,20,Completed
200,626,205,15,Completed
201,308,432,0,Completed
202,890,678,30,Completed
203,1114,1171,5,Completed
204,293,747,45,Completed
205,25,982,25,Completed
206,202,484,35,Cancelled
207,528,639,0,Completed
208,735,163,5,Completed
209,650,706,20,Completed
210,334,431,25,Completed
211,245,1426,15,Returned
212,971,213,15,Completed
213,138,1010,20,Cancelled
214,677,564,0,Cancelled
215,446,628,30,Completed
216,991,1454,15,Completed
217,870,1277,25,Completed
218,57,386,0,Completed
219,587,1113,25,Completed
220,411,1370,15,Returned
221,197,846,0,Completed
222,368,1317,15,Cancelled
223,1074,833,10,Completed
224,146,754,25,Completed
225,778,636,5,Returned
226,1020,541,20,Cancelled
227,773,953,15,Completed
228,637,794,0,Completed
229,803,1304,0,Completed
230,65,213,15,Completed
231,400,1167,45,Completed
232,243,1135,15,Completed
233,571,606,40,Completed
234,530,1378,5,Completed
235,90,616,30,Completed
236,400,488,40,Completed
237,1039,676,20,Completed
238,801,1078,30,Completed
239,873,644,25,Completed
240,9,747,0,Completed
241,104,490,25,Completed
242,737,967,35,Completed
243,789,773,30,Completed
244,882,528,0,Completed
245,726,1368,40,Cancelled
246,349,122,5,Completed
247,262,8,20,Completed
248,428,679,35,Completed
249,693,949,0,Completed
250,910,1334,0,Completed
251,280,259,25,Completed
252,322,1099,5,Completed
253,1027,270,10,Completed
254,99,517,20,Completed
255,490,151,10,Completed
256,1166,303,25,Completed
257,107,625,35,Completed
258,1153,1327,25,Completed
259,558,1070,30,Completed
260,697,624,25,Returned
261,874,550,25,Completed
262,622,1076,20,Completed
263,622,944,30,Completed
264,382,257,5,Completed
265,19,1306,10,Completed
266,452,853,30,Completed
267,991,276,25,Completed
268,161,1335,15,Completed
269,1189,452,20,Completed
270,856,751,5,Completed
271,508,1232,30,Completed
272,303,419,25,Completed
273,1012,909,10,Returned
274,835,760,30,Completed
275,637,1263,10,Completed
276,322,1437,0,Completed
277,441,1244,35,Completed
278,1191,670,20,Completed
279,1083,1460,0,Completed
280,364,933,20,Completed
281,270,752,25,Completed
282,258,808,15,Completed
283,1070,612,20,Cancelled
284,281,768,25,Completed
285,531,1085,20,Completed
286,394,109,25,Cancelled
287,1025,300,5,Completed
288,672,161,0,Cancelled
289,215,233,20,Returned
290,638,802,25,Completed
291,1193,788,20,Completed
292,24,213,5,Completed
293,815,1360,5,Completed
294,522,278,25,Completed
295,598,569,35,Completed
296,52,825,10,Completed
297,698,661,25,Completed
298,1035,115,45,Completed
299,943,369,25,Completed
300,23,534,30,Completed
301,725,974,40,Completed
302,966,925,0,Completed
303,143,336,30,Completed
304,1079,1060,30,Completed
305,1128,7,20,Completed
306,1071,871,0,Completed
307,968,1354,5,Completed
308,1047,394,25,Completed
309,761,356,5,Completed
310,1050,90,15,Completed
311,875,1079,25,Completed
312,468,70,0,Completed
313,408,1385,35,Returned
314,403,1294,15,Completed
315,348,276,5,Completed
316,417,786,35,Completed
317,341,1133,10,Completed
318,444,1055,20,Completed
319,455,586,5,Completed
320,1021,77,25,Completed
321,323,361,15,Completed
322,91,234,0,Cancelled
323,357,568,15,Completed
324,515,1166,20,Completed
325,954,479,15,Completed
326,182,239,30,Completed
327,86,806,10,Completed
328,92,142,10,Returned
329,890,1143,15,Completed
330,453,1225,40,Cancelled
331,965,1,40,Returned
332,85,276,0,Completed
333,689,453,0,Cancelled
334,1027,1191,15,Completed
335,308,717,5,Completed
336,899,639,10,Completed
337,138,1012,15,Cancelled
338,1163,1051,20,Completed
339,344,467,25,Completed
340,44,1410,0,Completed
341,932,33,25,Completed
342,890,201,20,Completed
343,534,1141,5,Completed
344,796,275,20,Cancelled
345,1027,86,25,Completed
346,41,1148,5,Completed
347,981,227,15,Completed
348,838,403,15,Completed
349,79,1209,10,Completed
350,280,1222,35,Completed
351,256,558,25,Completed
352,622,427,10,Completed
353,420,954,25,Completed
354,719,239,5,Completed
355,887,1419,0,Completed
356,871,648,10,Completed
357,533,388,25,Completed
358,1115,1154,15,Completed
359,4,908,15,Completed
360,141,60,10,Completed
361,132,866,25,Completed
362,787,1402,25,Completed
363,662,1283,30,Completed
364,1048,681,10,Cancelled
365,814,189,0,Completed
366,670,816,15,Completed
367,981,1073,15,Completed
368,1057,1407,0,Completed
369,1087,1432,15,Completed
370,472,162,20,Completed
371,324,1311,40,Completed
372,639,209,25,Completed
373,131,1107,30,Completed
374,656,12,25,Completed
375,696,818,10,Completed
376,663,86,25,Completed
377,1152,780,20,Completed
378,1053,771,25,Completed
379,523,688,15,Completed
380,995,601,10,Completed
381,1144,620,30,Returned
382,618,493,0,Returned
383,712,314,15,Completed
384,444,658,30,Completed
385,535,746,5,Completed
386,24,1183,5,Completed
387,631,487,10,Completed
388,1070,1036,10,Completed
389,902,725,0,Completed
390,531,1114,25,Completed
391,853,1460,30,Completed
392,681,979,0,Completed
393,126,58,40,Cancelled
394,1089,127,5,Completed
395,242,574,10,Completed
396,965,358,30,Completed
397,164,987,0,Completed
398,1084,906,30,Completed
399,1072,396,30,Completed
400,578,933,15,Cancelled
401,194,70,5,Completed
402,1129,947,20,Completed
403,288,1388,30,Completed
404,740,918,25,Completed
405,129,1323,0,Completed
406,924,527,20,Cancelled
407,412,57,40,Completed
408,387,1205,25,Cancelled
409,1100,329,0,Completed
410,210,1025,0,Completed
411,209,496,15,Completed
412,170,14,0,Completed
413,115,1317,35,Completed
414,951,387,15,Completed
415,374,587,30,Completed
416,516,1175,0,Completed
417,1164,535,20,Completed
418,1193,40,25,Completed
419,70,1153,10,Completed
420,398,790,10,Completed
421,167,10,20,Completed
422,674,1389,10,Completed
423,1076,39,40,Completed
424,309,948,30,Completed
425,1100,645,0,Completed
426,942,329,30,Completed
427,525,749,35,Completed
428,122,141,20,Completed
429,462,409,15,Completed
430,1158,1220,10,Completed
431,896,1247,5,Completed
432,556,87,0,Cancelled
433,619,87,5,Completed
434,444,1198,25,Completed
435,51,852,0,Completed
436,237,1361,30,Completed
437,863,1089,25,Completed
438,1170,67,0,Completed
439,770,1187,10,Completed
440,815,863,5,Completed
441,594,252,5,Completed
442,1018,661,25,Completed
443,183,1160,10,Completed
444,516,528,5,Returned
445,72,333,10,Completed
446,706,250,30,Completed
447,592,539,15,Completed
448,1113,812,15,Completed
449,1136,1024,20,Completed
450,170,43,10,Cancelled
451,905,192,10,Completed
452,329,193,30,Completed
453,777,220,40,Completed
454,655,303,10,Completed
455,887,298,15,Completed
456,764,375,10,Returned
457,1058,1065,20,Completed
458,125,1176,20,Completed
459,77,921,25,Completed
460,730,188,30,Completed
461,562,1053,0,Completed
462,840,676,20,Completed
463,737,3,45,Completed
464,937,288,0,Completed
465,241,366,30,Completed
466,413,1308,25,Returned
467,166,964,25,Completed
468,429,901,30,Returned
469,1162,979,0,Completed
470,21,1392,20,Completed
471,999,347,10,Completed
472,773,295,40,Completed
473,298,137,15,Completed
474,826,1048,35,Returned
475,546,903,30,Completed
476,522,1212,25,Completed
477,729,1062,30,Completed
478,926,1216,25,Completed
479,106,1059,0,Returned
480,1037,941,30,Completed
481,790,1256,30,Returned
482,188,312,5,Completed
483,796,666,20,Returned
484,486,1372,0,Completed
485,277,600,20,Completed
486,210,1027,0,Completed
487,574,197,0,Completed
488,625,1193,30,Completed
489,206,585,15,Completed
490,1082,1204,15,Completed
491,206,43,5,Completed
492,60,141,30,Returned
493,53,203,20,Completed
494,98,590,30,Completed
495,906,956,15,Completed
496,938,1123,25,Completed
497,913,906,40,Completed
498,1027,1136,20,Returned
499,201,317,15,Completed
500,402,1307,15,Completed
501,470,1403,20,Returned
502,820,786,20,Completed
503,1073,657,0,Returned
504,143,130,20,Completed
505,589,756,0,Completed
506,873,21,25,Returned
507,1193,934,20,Completed
508,525,311,35,Completed
509,555,1157,20,Completed
510,1,512,35,Completed
511,786,878,20,Completed
512,468,686,0,Completed
513,191,32,15,Completed
514,1049,1168,0,Completed
515,305,19,25,Completed
516,369,638,10,Completed
517,469,1454,40,Completed
518,509,875,0,Completed
519,771,211,20,Completed
520,77,696,35,Completed
521,487,816,15,Completed
522,1136,932,15,Returned
523,353,672,5,Completed
524,321,681,10,Completed
525,460,96,30,Completed
526,586,729,40,Completed
527,145,238,5,Completed
528,1081,1374,20,Returned
529,962,1166,15,Completed
530,696,1421,15,Completed
531,971,1015,20,Completed
532,1011,1080,30,Completed
533,6,1382,25,Returned
534,719,965,15,Completed
535,514,1458,25,Completed
536,393,917,10,Completed
537,1052,1388,15,Completed
538,499,986,10,Completed
539,889,156,35,Completed
540,993,308,20,Completed
541,127,1249,0,Completed
542,489,73,30,Completed
543,956,785,5,Completed
544,102,258,10,Completed
545,102,1280,10,Completed
546,947,880,30,Completed
547,1014,264,30,Completed
548,956,619,5,Completed
549,692,619,5,Completed
550,792,272,20,Completed
551,1029,579,20,Completed
552,1027,1145,25,Completed
553,311,380,0,Completed
554,555,266,20,Completed
555,1005,1158,20,Completed
556,704,1312,10,Completed
557,60,1137,20,Cancelled
558,347,1292,0,Completed
559,371,949,20,Completed
560,1061,1009,0,Completed
561,804,893,20,Completed
562,58,207,25,Completed
563,793,806,30,Completed
564,840,542,20,Returned
565,1078,544,40,Completed
566,250,1325,20,Completed
567,27,1368,0,Completed
568,560,1068,5,Completed
569,712,1234,20,Completed
570,681,326,0,Completed
571,1089,633,25,Completed
572,1133,682,10,Completed
573,976,38,30,Completed
574,287,1070,30,Completed
575,1146,643,40,Completed
576,526,1235,15,Completed
577,367,320,30,Completed
578,1117,393,10,Completed
579,430,157,5,Completed
580,1151,384,15,Completed
581,116,1332,5,Completed
582,87,297,25,Completed
583,1075,624,20,Completed
584,513,1301,35,Completed
585,940,1292,0,Completed
586,705,1447,30,Completed
587,667,319,0,Completed
588,82,418,20,Returned
589,926,490,30,Completed
590,892,266,5,Completed
591,76,1347,10,Completed
592,576,1138,20,Completed
593,790,998,30,Completed
594,1022,255,15,Completed
595,521,258,30,Completed
596,721,786,15,Completed
597,962,827,5,Completed
598,261,645,25,Completed
599,601,592,15,Completed
600,762,401,15,Completed
601,495,219,25,Returned
602,754,298,20,Completed
603,46,1215,25,Returned
604,865,1398,10,Completed
605,970,272,10,Completed
606,570,371,25,Completed
607,38,1261,0,Completed
608,132,1137,25,Completed
609,636,845,25,Completed
610,499,445,15,Completed
611,445,709,5,Completed
612,776,270,10,Completed
613,411,1010,20,Completed
614,1186,461,20,Completed
615,887,988,5,Completed
616,828,494,15,Completed
617,751,1217,0,Completed
618,1026,1073,40,Completed
619,863,1134,25,Completed
620,288,88,40,Completed
621,894,966,5,Completed
622,546,1253,20,Completed
623,513,491,35,Completed
624,936,119,35,Cancelled
625,424,1342,45,Completed
626,384,490,0,Returned
627,887,1361,0,Completed
628,348,1115,0,Completed
629,1013,8,20,Completed
630,194,27,10,Completed
631,1108,979,20,Completed
632,724,710,30,Completed
633,253,1063,15,Completed
634,444,1064,15,Completed
635,521,1078,15,Completed
636,1050,360,5,Completed
637,39,250,25,Completed
638,115,202,30,Completed
639,1039,536,15,Completed
640,1060,121,5,Completed
641,1086,205,10,Completed
642,75,399,35,Completed
643,1035,655,35,Completed
644,233,274,20,Completed
645,344,1395,35,Completed
646,746,114,10,Cancelled
647,647,1418,5,Completed
648,1196,1346,20,Completed
649,1092,188,25,Completed
650,3,673,10,Completed
651,875,810,25,Completed
652,867,1379,5,Returned
653,793,1035,25,Completed
654,491,444,20,Completed
655,568,882,40,Returned
656,280,882,35,Completed
657,164,357,20,Completed
658,452,590,20,Completed
659,436,706,15,Completed
660,801,641,20,Returned
661,509,414,15,Completed
662,854,1403,30,Returned
663,122,805,10,Completed
664,170,114,0,Completed
665,892,468,5,Completed
666,773,1148,35,Completed
667,765,903,30,Cancelled
668,599,151,25,Completed
669,643,1393,30,Completed
670,737,1015,40,Completed
671,716,623,30,Completed
672,813,971,15,Completed
673,938,301,25,Completed
674,915,660,0,Completed
675,712,611,25,Completed
676,558,438,40,Returned
677,798,1127,20,Completed
678,566,89,25,Cancelled
679,1109,255,30,Completed
680,789,1281,20,Cancelled
681,514,1372,45,Completed
682,1060,822,20,Completed
683,129,575,10,Completed
684,107,1032,25,Completed
685,393,654,15,Completed
686,505,1430,5,Returned
687,37,724,0,Completed
688,1107,67,25,Cancelled
689,616,1091,0,Completed
690,19,309,5,Completed
691,282,333,30,Completed
692,264,592,5,Cancelled
693,301,1423,15,Completed
694,884,33,10,Completed
695,745,1261,5,Completed
696,333,1390,30,Completed
697,95,300,10,Completed
698,368,344,15,Completed
699,927,160,25,Completed
700,191,1280,25,Completed
701,722,901,30,Completed
702,372,361,30,Completed
703,571,258,45,Completed
704,719,528,0,Completed
705,456,489,20,Completed
706,1017,13,20,Completed
707,885,1307,35,Completed
708,371,1099,35,Completed
709,852,1240,25,Completed
710,350,669,40,Returned
711,376,107,25,Completed
712,407,461,25,Completed
713,954,902,30,Completed
714,233,26,15,Completed
715,940,125,10,Completed
716,69,219,5,Completed
717,1025,904,5,Completed
718,1101,103,35,Completed
719,249,784,20,Completed
720,1058,1152,15,Completed
721,989,228,25,Completed
722,933,1289,0,Completed
723,529,1066,40,Completed
724,460,402,10,Completed
725,167,1452,25,Completed
726,539,1138,20,Completed
727,792,1451,20,Completed
728,1200,1379,25,Completed
729,498,1437,25,Completed
730,1024,132,25,Completed
731,623,272,25,Completed
732,139,762,30,Completed
733,74,585,20,Returned
734,36,244,25,Completed
735,994,410,5,Completed
736,263,225,15,Completed
737,124,202,25,Completed
738,117,509,30,Returned
739,892,309,15,Completed
740,1195,384,0,Completed
741,691,214,0,Completed
742,1061,997,0,Completed
743,133,1387,20,Completed
744,203,1153,10,Completed
745,888,317,25,Completed
746,73,223,0,Completed
747,1035,827,45,Completed
748,896,141,0,Returned
749,262,512,25,Completed
750,472,1271,40,Returned
751,615,1144,10,Completed
752,1151,1199,15,Returned
753,1016,1289,0,Completed
754,1013,46,15,Completed
755,111,379,10,Completed
756,399,216,0,Completed
757,968,112,5,Completed
758,69,91,0,Completed
759,1190,1289,25,Completed
760,73,259,0,Completed
761,471,674,5,Completed
762,285,167,30,Completed
763,694,762,15,Returned
764,491,1426,15,Completed
765,721,1228,0,Completed
766,245,688,15,Completed
767,914,1146,25,Completed
768,851,91,10,Completed
769,1166,957,30,Completed
770,442,1102,15,Completed
771,986,1423,20,Completed
772,580,935,15,Completed
773,654,977,40,Completed
774,512,456,5,Returned
775,54,707,20,Completed
776,819,751,25,Completed
777,586,1285,30,Completed
778,1084,552,35,Completed
779,1087,207,15,Completed
780,932,966,15,Completed
781,161,84,15,Completed
782,51,1250,0,Completed
783,715,1334,25,Completed
784,531,131,20,Cancelled
785,657,1015,30,Cancelled
786,988,731,20,Completed
787,88,122,25,Returned
788,889,1414,20,Completed
789,464,1328,45,Completed
790,213,943,30,Completed
791,114,1090,25,Returned
792,390,920,25,Completed
793,1070,1114,15,Completed
794,396,565,25,Completed
795,152,742,15,Completed
796,858,145,20,Completed
797,142,1360,0,Completed
798,1021,59,25,Completed
799,23,266,30,Completed
800,770,712,15,Completed
801,381,784,15,Completed
802,1176,49,30,Returned
803,602,1147,0,Completed
804,10,860,30,Completed
805,827,1278,35,Cancelled
806,821,75,30,Completed
807,955,1059,0,Completed
808,1038,1093,30,Completed
809,767,907,5,Completed
810,654,765,30,Completed
811,1115,1425,15,Completed
812,65,1328,10,Returned
813,46,659,40,Completed
814,1073,168,0,Completed
815,1109,1095,30,Completed
816,1161,261,10,Completed
817,638,1387,25,Completed
818,251,512,15,Completed
819,403,789,15,Completed
820,548,68,25,Completed
821,631,1265,0,Completed
822,791,560,30,Completed
823,879,294,5,Completed
824,784,512,40,Completed
825,123,623,10,Completed
826,54,230,25,Completed
827,872,289,15,Completed
828,265,596,30,Completed
829,430,60,10,Completed
830,88,671,15,Completed
831,861,1460,30,Completed
832,181,1375,15,Completed
833,1079,623,10,Completed
834,1099,21,5,Completed
835,420,1320,35,Completed
836,339,641,15,Completed
837,734,1425,10,Completed
838,214,624,30,Cancelled
839,895,574,10,Completed
840,882,478,0,Completed
841,559,337,5,Completed
842,830,270,40,Completed
843,1125,596,25,Completed
844,961,763,15,Returned
845,1026,390,30,Completed
846,621,1122,20,Completed
847,792,111,25,Completed
848,936,502,25,Completed
849,211,1113,5,Completed
850,727,1014,25,Completed
851,1029,1246,45,Returned
852,434,309,0,Cancelled
853,767,677,10,Completed
854,688,1300,45,Completed
855,174,569,25,Cancelled
856,623,406,25,Returned
857,721,1302,0,Completed
858,582,1075,35,Completed
859,935,297,0,Returned
860,765,593,25,Completed
861,727,1046,35,Completed
862,1186,129,10,Returned
863,1148,389,0,Cancelled
864,580,740,30,Completed
865,1180,19,20,Completed
866,850,834,40,Completed
867,1156,1416,10,Completed
868,790,1000,25,Completed
869,957,440,0,Completed
870,598,964,35,Completed
871,809,333,30,Completed
872,1023,793,15,Completed
873,1048,949,10,Completed
874,1144,672,30,Completed
875,401,547,20,Completed
876,1187,655,30,Completed
877,996,1261,25,Completed
878,778,1234,5,Completed
879,642,138,40,Completed
880,1002,980,0,Completed
881,570,92,20,Completed
882,898,356,5,Completed
883,1194,334,0,Completed
884,515,1201,15,Completed
885,407,763,45,Completed
886,1000,588,20,Completed
887,208,35,20,Completed
888,1089,778,15,Completed
889,593,1257,20,Completed
890,93,1208,10,Completed
891,742,208,45,Cancelled
892,109,303,0,Completed
893,1009,52,25,Completed
894,265,676,20,Completed
895,1037,908,25,Returned
896,836,572,25,Returned
897,17,157,20,Completed
898,984,1407,10,Completed
899,1046,63,35,Completed
900,153,637,10,Completed
901,102,394,0,Completed
902,413,894,35,Completed
903,138,266,10,Completed
904,290,1217,0,Completed
905,1131,375,10,Completed
906,469,489,30,Completed
907,1143,31,25,Completed
908,539,261,25,Completed
909,682,123,10,Completed
910,559,672,5,Completed
911,875,804,25,Completed
912,86,1120,0,Completed
913,105,1144,20,Completed
914,347,546,0,Cancelled
915,819,1007,20,Completed
916,705,343,30,Completed
917,1010,460,15,Returned
918,533,222,30,Completed
919,853,301,15,Completed
920,126,665,20,Completed
921,403,713,10,Completed
922,1196,632,40,Completed
923,23,212,30,Completed
924,481,330,20,Completed
925,334,128,25,Completed
926,844,127,20,Completed
927,300,622,20,Completed
928,313,1098,10,Completed
929,605,110,40,Completed
930,253,673,0,Completed
931,1131,164,0,Completed
932,105,679,15,Completed
933,238,367,20,Completed
934,638,353,30,Completed
935,273,656,10,Completed
936,773,62,25,Completed
937,1073,1001,10,Completed
938,942,399,25,Returned
939,1141,1276,10,Completed
940,628,1263,35,Completed
941,637,267,15,Returned
942,548,447,40,Completed
943,729,778,35,Completed
944,731,1184,25,Completed
945,1185,17,20,Completed
946,780,254,25,Completed
947,527,36,5,Completed
948,216,1310,20,Completed
949,703,1184,20,Completed
950,527,1445,10,Completed
951,596,952,10,Completed
952,966,1010,0,Completed
953,36,814,25,Completed
954,693,1415,0,Completed
955,417,171,35,Completed
956,333,1432,35,Completed
957,537,1265,0,Completed
958,554,1066,15,Completed
959,189,990,15,Completed
960,264,1426,0,Completed
961,1113,46,20,Completed
962,906,357,20,Completed
963,354,91,40,Completed
964,964,116,5,Completed
965,33,380,5,Completed
966,171,1145,10,Completed
967,1046,578,25,Cancelled
968,284,434,15,Completed
969,1071,521,5,Returned
970,1031,37,5,Completed
971,1071,1228,10,Completed
972,377,822,20,Completed
973,813,923,15,Completed
974,850,734,30,Completed
975,881,1141,5,Completed
976,274,1152,0,Completed
977,1190,560,20,Completed
978,1002,857,5,Completed
979,1072,489,30,Completed
980,1151,1038,25,Completed
981,857,966,20,Completed
982,868,678,20,Completed
983,683,1008,15,Completed
984,333,122,15,Completed
985,168,820,15,Completed
986,823,1265,25,Completed
987,811,1253,25,Completed
988,903,714,10,Completed
989,638,505,15,Completed
990,1198,732,10,Completed
991,817,1017,10,Completed
992,799,1414,10,Completed
993,1167,775,0,Completed
994,142,737,10,Completed
995,915,1002,0,Completed
996,748,951,15,Completed
997,934,342,0,Completed
998,78,210,30,Completed
999,880,1093,35,Completed
1000,62,383,0,Completed
1001,742,1049,30,Completed
1002,99,1093,15,Completed
1003,346,106,10,Completed
1004,420,128,25,Completed
1005,1053,58,20,Completed
1006,939,1369,40,Cancelled
1007,61,697,0,Completed
1008,885,553,35,Completed
1009,1183,872,25,Completed
1010,197,620,10,Completed
1011,1022,809,10,Completed
1012,9,621,5,Completed
1013,304,204,15,Completed
1014,1196,260,30,Completed
1015,575,160,20,Completed
1016,41,546,10,Completed
1017,861,42,25,Completed
1018,307,786,20,Completed
1019,942,387,35,Returned
1020,410,1124,5,Completed
1021,1023,1203,30,Completed
1022,941,679,20,Completed
1023,972,318,20,Completed
1024,1057,498,10,Completed
1025,72,513,25,Completed
1026,1164,1453,15,Completed
1027,1027,208,25,Completed
1028,198,34,25,Completed
1029,656,907,30,Completed
1030,161,1167,20,Completed
1031,955,950,10,Completed
1032,269,46,45,Completed
1033,1153,1455,15,Completed
1034,163,190,30,Returned
1035,33,1217,0,Completed
1036,589,1156,5,Completed
1037,213,977,20,Completed
1038,788,518,15,Completed
1039,36,648,20,Completed
1040,346,1286,5,Completed
1041,12,643,35,Completed
1042,545,1354,0,Completed
1043,482,1379,15,Completed
1044,351,1185,25,Completed
1045,1111,959,15,Completed
1046,682,1102,0,Completed
1047,759,855,10,Completed
1048,790,981,35,Completed
1049,261,1337,35,Completed
1050,752,1317,15,Returned
1051,521,1192,40,Completed
1052,495,1270,30,Cancelled
1053,1142,1404,25,Completed
1054,268,139,10,Completed
1055,549,316,0,Returned
1056,999,284,10,Completed
1057,819,1035,40,Completed
1058,1111,753,0,Completed
1059,1199,923,30,Completed
1060,135,863,10,Completed
1061,815,1002,0,Completed
1062,407,1066,35,Completed
1063,511,985,10,Completed
1064,854,262,35,Completed
1065,82,728,30,Completed
1066,643,992,35,Completed
1067,124,1412,25,Completed
1068,948,1122,30,Completed
1069,468,879,0,Completed
1070,358,1268,40,Returned
1071,343,217,5,Completed
1072,821,1018,25,Completed
1073,520,856,45,Completed
1074,91,615,0,Completed
1075,277,522,25,Completed
1076,1047,809,25,Completed
1077,958,38,10,Completed
1078,695,1405,20,Completed
1079,107,140,35,Completed
1080,1041,883,20,Completed
1081,855,755,0,Completed
1082,853,168,20,Completed
1083,412,406,25,Completed
1084,442,8,15,Completed
1085,974,1321,0,Completed
1086,442,346,25,Completed
1087,145,1295,5,Returned
1088,530,270,5,Completed
1089,146,222,10,Returned
1090,384,614,0,Completed
1091,1174,1158,5,Completed
1092,639,96,20,Completed
1093,1123,808,25,Completed
1094,700,361,25,Completed
1095,1197,787,25,Completed
1096,814,12,0,Completed
1097,546,144,30,Completed
1098,1057,730,10,Completed
1099,1153,998,15,Completed
1100,649,688,30,Completed
